0.00000,0.00000,0.00000,1.00000
0.00000,0.00000,0.21062,0.78938
0.00000,0.00000,0.41721,0.58279
0.00000,0.00000,0.60824,0.39176
0.00000,0.00000,0.79987,0.20013
0.00000,0.00000,1.00000,0.00000
0.00000,0.19915,0.20879,0.59206
0.00000,0.20392,0.58921,0.20687
0.00000,0.22427,0.77573,0.00000
0.00000,0.22906,0.00000,0.77094
0.00000,0.38769,0.19589,0.41641
0.00000,0.38812,0.39812,0.21376
0.00000,0.56927,0.43073,0.00000
0.00000,0.59062,0.00000,0.40938
0.00000,0.59470,0.20482,0.20048
0.00000,0.78505,0.21495,0.00000
0.00000,0.78927,0.00000,0.21073
0.00000,1.00000,0.00000,0.00000
0.12417,0.15837,0.35343,0.36402
0.19246,0.38935,0.00000,0.41819
0.19310,0.80690,0.00000,0.00000
0.19448,0.38407,0.20647,0.21497
0.19506,0.39098,0.41397,0.00000
0.19603,0.20225,0.60172,0.00000
0.19677,0.59597,0.00000,0.20727
0.19857,0.59820,0.20324,0.00000
0.19932,0.00000,0.21468,0.58601
0.20588,0.00000,0.79412,0.00000
0.20645,0.19621,0.00000,0.59734
0.21060,0.00000,0.00000,0.78940
0.25119,0.00000,0.51448,0.23433
0.36817,0.18785,0.23820,0.20578
0.37581,0.00000,0.23457,0.38962
0.38315,0.61685,0.00000,0.00000
0.38993,0.40334,0.00000,0.20672
0.39120,0.40153,0.20727,0.00000
0.39204,0.19454,0.41342,0.00000
0.39759,0.00000,0.60241,0.00000
0.40020,0.20284,0.00000,0.39696
0.41959,0.00000,0.00000,0.58041
0.57833,0.00000,0.21911,0.20256
0.58235,0.41765,0.00000,0.00000
0.58957,0.00000,0.41043,0.00000
0.58999,0.20362,0.20638,0.00000
0.59633,0.20516,0.00000,0.19851
0.60640,0.00000,0.00000,0.39360
0.78839,0.21161,0.00000,0.00000
0.79229,0.00000,0.20771,0.00000
0.79606,0.00000,0.00000,0.20394
1.00000,0.00000,0.00000,0.00000
